PERSON_ID,DISPLAY_FIRST_LAST,BIRTHDATE,SCHOOL,COUNTRY,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,FROM_YEAR,DRAFT_YEAR
1628476,Derrick Walton Jr.,1995-04-03,Michigan,USA,6-0,185,2,,Guard,2017,Undrafted
203933,T.J. Warren,1993-09-05,North Carolina State,USA,6-8,220,7,1,Forward,2014,2014
1629023,P.J. Washington,1998-08-23,Kentucky,USA,6-7,230,2,25,Forward,2019,2019
1630613,Duane Washington Jr.,2000-03-24,Ohio State,Germany,6-3,197,0,4,Guard,2021,Undrafted
1629139,Yuta Watanabe,1994-10-13,George Washington,Japan,6-9,215,3,18,Guard-Forward,2018,Undrafted
1629682,Tremont Waters,1998-01-10,Louisiana State,USA,5-10,175,3,51,Guard,2019,2019
1630570,Trendon Watford,2000-11-09,Louisiana State,USA,6-8,237,0,2,Forward,2021,Undrafted
1628778,Paul Watson,1994-12-30,Fresno State,USA,6-6,210,2,,Guard,2019,Undrafted
201566,Russell Westbrook,1988-11-12,UCLA,USA,6-3,200,13,0,Guard,2008,2008
1629632,Coby White,2000-02-16,North Carolina,USA,6-4,195,2,0,Guard,2019,2019
1628401,Derrick White,1994-07-02,Colorado,USA,6-4,190,4,9,Guard,2017,2017
202355,Hassan Whiteside,1989-06-13,Marshall,USA,7-0,265,9,21,Center,2010,2010
1630580,Joe Wieskamp,1999-08-23,Iowa,USA,6-6,205,0,15,Guard-Forward,2021,2021
1630598,Aaron Wiggins,1999-01-02,Maryland,USA,6-4,190,0,21,Guard,2021,2021
203952,Andrew Wiggins,1995-02-23,Kansas,Canada,6-7,197,7,22,Forward,2014,2014
1629684,Grant Williams,1998-11-30,Tennessee,USA,6-6,236,2,12,Forward,2019,2019
1629026,Kenrich Williams,1994-12-02,TCU,USA,6-6,210,3,34,Guard-Forward,2018,Undrafted
101150,Lou Williams,1986-10-27,South Gwinnett HS (GA),USA,6-2,175,16,6,Guard,2005,2005
1630172,Patrick Williams,2001-08-26,Florida State,USA,6-7,215,1,44,Forward,2020,2020
1630533,Ziaire Williams,2001-09-12,Stanford,USA,6-9,185,0,8,Forward,2021,2021
1629057,Robert Williams III,1997-10-17,Texas A&M,USA,6-9,237,3,44,Center-Forward,2018,2018
1629627,Zion Williamson,2000-07-06,Duke,USA,6-6,284,2,1,Forward,2019,2019
1628391,D.J. Wilson,1996-02-19,Michigan,USA,6-10,231,4,,Forward,2017,2017
1629685,Dylan Windler,1996-09-22,Belmont,USA,6-6,196,1,9,Guard-Forward,2019,2019
1626159,Justise Winslow,1996-03-26,Duke,USA,6-6,222,6,26,Forward-Guard,2015,2015
1630216,Cassius Winston,1998-02-28,Michigan State,USA,6-1,185,1,5,Guard,2020,2020
1630164,James Wiseman,2001-03-31,Memphis,USA,7-0,240,1,33,Center,2020,2020
1626174,Christian Wood,1995-09-27,UNLV,USA,6-9,214,5,35,Forward,2015,Undrafted
1630218,Robert Woodard II,1999-09-22,Mississippi State,USA,6-6,235,1,28,Forward,2020,2020
1626153,Delon Wright,1992-04-26,Utah,USA,6-5,185,6,0,Guard,2015,2015
1630589,Moses Wright,1998-12-23,Georgia Tech,USA,6-8,226,0,5,Forward,2021,Undrafted
1630593,McKinley Wright IV,1998-10-25,Colorado,USA,5-11,192,0,25,Guard,2021,Undrafted
201152,Thaddeus Young,1988-06-21,Georgia Tech,USA,6-8,235,14,21,Forward,2007,2007
1629027,Trae Young,1998-09-19,Oklahoma,USA,6-1,164,3,11,Guard,2018,2018
1630209,Omer Yurtseven,1998-06-19,Georgetown,Turkey,6-11,275,0,77,Center,2020,Undrafted
203469,Cody Zeller,1992-10-05,Indiana,USA,6-11,240,9,40,Forward-Center,2013,2013
1627826,Ivica Zubac,1997-03-18,Mega Basket,Croatia,7-0,240,5,40,Center,2016,2016
